PRICE,DATE,QUARTER,MONTH,YEAR,NEIGHBORHOOD,CLUSTER,WARD,LOTSIZE,FLOORSPACE,AGE,BEDROOM,BATHROOM,HALFBATHROOM,FLOOR,HEAT,AC,FIREPLACE,BTYPE,CBD,METRO,POPU,SCHOOL,INCOME,VCRIMES,PCRIMES,FORE,BLACK,WHITE,HIS,ASIAN,POVERTY,UNEM,TEENMUM,VACANCY,OWNER,VOLUMN,MPRICE,FEMALEHEADED,LOWWEIGHT,SUBPRIME
245,09/12/2009,8,24,"2,009",COLUMBIA HEIGHTS,2,1,879,878,68,6,4,0,1,0,0,0,3,6577.19,1141.222,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
351,23/09/2009,7,21,"2,009",LEDROIT PARK,3,1,701,1245,119,2,2,0,1,1,1,0,4,2889.55,407.995,12174,6.03,84786,19,88,12,44,41,9.4,5,23,9.5,8.1,5.3,43,52,624000,53,15,1.5
376,08/06/2009,6,18,"2,009",LEDROIT PARK,3,1,391,984,109,2,2,0,1,1,1,0,4,2894.35,416.024,12174,6.03,84786,19,88,12,44,41,9.4,5,23,9.5,8.1,5.3,43,52,624000,53,15,1.5
419,02/10/2009,8,22,"2,009",LEDROIT PARK,3,1,805,513,109,1,1,0,1,1,1,0,4,2894.35,416.024,12174,6.03,84786,19,88,12,44,41,9.4,5,23,9.5,8.1,5.3,43,52,624000,53,15,1.5
472,30/11/2009,8,23,"2,009",LEDROIT PARK,3,1,209,527,109,1,1,0,1,1,1,0,4,2894.35,416.024,12174,6.03,84786,19,88,12,44,41,9.4,5,23,9.5,8.1,5.3,43,52,624000,53,15,1.5
605,19/11/2008,4,11,"2,008",COLUMBIA HEIGHTS,2,1,158,826,3,2,2,0,1,0,1,0,4,3207.12,914.396,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
566,26/08/2008,3,8,"2,008",COLUMBIA HEIGHTS,2,1,116,566,3,1,1,0,1,0,1,0,4,3207.12,914.396,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
650,19/08/2008,3,8,"2,008",COLUMBIA HEIGHTS,2,1,149,845,3,2,2,0,1,0,1,0,4,3207.12,914.396,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
565,22/07/2008,3,7,"2,008",COLUMBIA HEIGHTS,2,1,116,535,3,1,1,0,1,0,1,0,4,3207.12,914.396,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
515,07/11/2008,4,11,"2,008",COLUMBIA HEIGHTS,2,1,158,826,3,2,2,0,1,0,1,0,4,3207.12,914.396,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
565,05/08/2008,3,8,"2,008",COLUMBIA HEIGHTS,2,1,149,845,3,2,2,0,1,0,1,0,4,3207.12,914.396,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
642,28/08/2008,3,8,"2,008",COLUMBIA HEIGHTS,2,1,95,483,3,1,1,0,1,0,1,0,4,3207.12,914.396,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
576,28/08/2008,3,8,"2,008",COLUMBIA HEIGHTS,2,1,149,845,3,2,2,0,1,0,1,0,4,3207.12,914.396,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
637,29/07/2008,3,7,"2,008",COLUMBIA HEIGHTS,2,1,116,566,3,1,1,0,1,0,1,0,4,3207.12,914.396,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
675,29/07/2008,3,7,"2,008",COLUMBIA HEIGHTS,2,1,116,566,3,1,1,0,1,0,1,0,4,3207.12,914.396,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
548,04/09/2008,3,9,"2,008",COLUMBIA HEIGHTS,2,1,149,849,3,2,2,0,1,0,1,0,4,3207.12,914.396,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
620,06/10/2008,4,10,"2,008",COLUMBIA HEIGHTS,2,1,116,566,3,1,1,0,1,0,1,0,4,3207.12,914.396,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
565,10/07/2008,3,7,"2,008",COLUMBIA HEIGHTS,2,1,158,786,3,2,2,0,1,0,1,0,4,3207.12,914.396,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
470,26/01/2009,5,13,"2,009",COLUMBIA HEIGHTS,2,1,158,819,4,2,2,0,1,0,1,0,4,3207.12,914.396,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
598,17/06/2008,2,6,"2,008",COLUMBIA HEIGHTS,2,1,158,786,3,2,2,0,1,0,1,0,4,3207.12,914.396,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
569,22/05/2008,2,5,"2,008",COLUMBIA HEIGHTS,2,1,158,735,3,1,1,0,1,0,1,0,4,3207.12,914.396,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
564,22/05/2008,2,5,"2,008",COLUMBIA HEIGHTS,2,1,149,845,3,2,2,0,1,0,1,0,4,3207.12,914.396,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
573,23/05/2008,2,5,"2,008",COLUMBIA HEIGHTS,2,1,171,873,3,1,1,1,1,0,1,0,4,3207.12,914.396,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
535,05/02/2009,5,14,"2,009",COLUMBIA HEIGHTS,2,1,141,578,4,1,1,0,1,0,1,0,4,3207.12,914.396,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
568,05/02/2009,5,14,"2,009",COLUMBIA HEIGHTS,2,1,116,566,4,1,1,0,1,0,1,0,4,3207.12,914.396,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
435,28/12/2009,8,24,"2,009",COLUMBIA HEIGHTS,2,1,171,873,4,2,2,0,1,0,1,0,4,3207.12,914.396,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
526,06/10/2008,4,10,"2,008",COLUMBIA HEIGHTS,2,1,95,465,2,0,1,0,1,0,1,0,4,3208.50,916.495,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
474,06/10/2008,4,10,"2,008",COLUMBIA HEIGHTS,2,1,139,736,2,1,1,0,1,0,1,0,4,3208.50,916.495,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
461,06/10/2008,4,10,"2,008",COLUMBIA HEIGHTS,2,1,135,705,2,1,1,0,1,0,1,0,4,3208.50,916.495,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
540,10/07/2008,3,7,"2,008",COLUMBIA HEIGHTS,2,1,147,756,2,1,1,1,1,0,1,0,4,3208.50,916.495,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
532,10/07/2008,3,7,"2,008",COLUMBIA HEIGHTS,2,1,135,705,2,1,1,0,1,0,1,0,4,3208.50,916.495,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
589,19/06/2009,6,18,"2,009",COLUMBIA HEIGHTS,2,1,74,385,3,0,1,0,1,0,1,0,4,3208.50,916.495,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
574,06/07/2009,7,19,"2,009",COLUMBIA HEIGHTS,2,1,74,385,3,0,1,0,1,0,1,0,4,3208.50,916.495,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
594,16/06/2008,2,6,"2,008",COLUMBIA HEIGHTS,2,1,135,705,2,1,1,0,1,0,1,0,4,3208.50,916.495,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
605,16/05/2008,2,5,"2,008",COLUMBIA HEIGHTS,2,1,234,1316,2,2,2,0,1,0,1,0,4,3208.50,916.495,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
662,12/06/2008,2,6,"2,008",COLUMBIA HEIGHTS,2,1,74,385,2,0,1,0,1,0,1,0,4,3208.50,916.495,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
742,12/06/2008,2,6,"2,008",COLUMBIA HEIGHTS,2,1,74,385,2,0,1,0,1,0,1,0,4,3208.50,916.495,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
589,19/08/2009,7,20,"2,009",COLUMBIA HEIGHTS,2,1,335,467,79,1,1,0,1,0,1,0,4,5286.25,169.366,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
584,12/08/2009,7,20,"2,009",COLUMBIA HEIGHTS,2,1,335,469,79,1,1,0,1,0,1,0,4,5286.25,169.366,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
496,26/08/2009,7,20,"2,009",COLUMBIA HEIGHTS,2,1,287,402,79,1,1,0,1,0,1,0,4,5286.25,169.366,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
496,24/09/2009,7,21,"2,009",COLUMBIA HEIGHTS,2,1,282,403,79,1,1,0,1,0,1,0,4,5286.25,169.366,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
479,01/09/2009,7,21,"2,009",COLUMBIA HEIGHTS,2,1,358,482,79,1,1,0,1,0,1,0,4,5286.25,169.366,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
515,01/09/2009,7,21,"2,009",COLUMBIA HEIGHTS,2,1,282,400,79,1,1,0,1,0,1,0,4,5286.25,169.366,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
594,02/09/2009,7,21,"2,009",COLUMBIA HEIGHTS,2,1,214,277,79,0,1,0,1,0,1,0,4,5286.25,169.366,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
515,02/09/2009,7,21,"2,009",COLUMBIA HEIGHTS,2,1,282,424,79,1,1,0,1,0,1,0,4,5286.25,169.366,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
494,02/09/2009,7,21,"2,009",COLUMBIA HEIGHTS,2,1,287,404,79,1,1,0,1,0,1,0,4,5286.25,169.366,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
567,27/10/2009,8,22,"2,009",COLUMBIA HEIGHTS,2,1,335,463,79,1,1,0,1,0,1,0,4,5286.25,169.366,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
543,25/09/2009,7,21,"2,009",COLUMBIA HEIGHTS,2,1,339,455,79,1,1,0,1,0,1,0,4,5286.25,169.366,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
549,21/10/2009,8,22,"2,009",COLUMBIA HEIGHTS,2,1,291,406,79,1,1,0,1,0,1,0,4,5286.25,169.366,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
601,10/11/2009,8,23,"2,009",COLUMBIA HEIGHTS,2,1,283,387,79,1,1,0,1,0,1,0,4,5286.25,169.366,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
470,04/11/2009,8,23,"2,009",COLUMBIA HEIGHTS,2,1,353,449,79,1,1,0,1,0,1,0,4,5286.25,169.366,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
595,09/10/2009,8,22,"2,009",COLUMBIA HEIGHTS,2,1,283,386,79,1,1,0,1,0,1,0,4,5286.25,169.366,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
482,25/11/2009,8,23,"2,009",COLUMBIA HEIGHTS,2,1,358,490,79,1,1,0,1,0,1,0,4,5286.25,169.366,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
302,03/12/2009,8,24,"2,009",COLUMBIA HEIGHTS,2,1,738,1344,4,3,2,1,0,0,1,0,4,5292.73,240.123,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
463,10/12/2009,8,24,"2,009",COLUMBIA HEIGHTS,2,1,787,1020,4,2,2,0,1,0,1,0,4,5594.46,674.850,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
275,17/07/2009,7,19,"2,009",COLUMBIA HEIGHTS,2,1,787,1020,4,2,2,0,1,0,1,0,4,5598.87,681.198,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
467,15/05/2009,6,17,"2,009",COLUMBIA HEIGHTS,2,1,1177,1307,109,2,2,0,1,0,1,1,4,5097.65,986.479,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
495,14/05/2009,6,17,"2,009",COLUMBIA HEIGHTS,2,1,787,1020,4,2,2,0,1,0,1,0,4,5604.96,689.864,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
371,23/07/2009,7,19,"2,009",COLUMBIA HEIGHTS,2,1,822,1191,4,2,2,0,1,0,1,0,4,5607.45,693.389,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
462,02/11/2009,8,23,"2,009",COLUMBIA HEIGHTS,2,1,301,660,82,1,1,0,1,1,1,0,4,5770.33,811.189,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
337,05/02/2008,1,2,"2,008",COLUMBIA HEIGHTS,2,1,282,620,81,1,1,0,1,1,1,0,4,5770.33,811.189,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
508,11/07/2008,3,7,"2,008",COLUMBIA HEIGHTS,2,1,266,590,81,1,1,0,1,1,1,0,4,5770.33,811.189,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
462,24/12/2008,4,12,"2,008",COLUMBIA HEIGHTS,2,1,247,550,81,1,1,0,1,1,1,0,4,5770.33,811.189,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
482,10/07/2009,7,19,"2,009",COLUMBIA HEIGHTS,2,1,699,851,46,2,1,0,1,0,1,0,4,5772.23,813.934,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
444,23/07/2009,7,19,"2,009",COLUMBIA HEIGHTS,2,1,699,851,46,2,1,0,1,0,1,0,4,5772.23,813.934,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
462,27/07/2009,7,19,"2,009",COLUMBIA HEIGHTS,2,1,650,784,46,2,1,0,1,0,1,0,4,5772.23,813.934,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
521,03/11/2009,8,23,"2,009",COLUMBIA HEIGHTS,2,1,501,595,46,1,1,0,1,0,1,0,4,5772.23,813.934,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
562,25/03/2008,1,3,"2,008",COLUMBIA HEIGHTS,2,1,501,587,45,1,1,0,1,0,1,0,4,5772.23,813.934,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
599,21/03/2008,1,3,"2,008",COLUMBIA HEIGHTS,2,1,501,591,45,1,1,0,1,0,1,0,4,5772.23,813.934,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
558,20/05/2008,2,5,"2,008",COLUMBIA HEIGHTS,2,1,501,591,45,1,1,0,1,0,1,0,4,5772.23,813.934,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
527,20/05/2008,2,5,"2,008",COLUMBIA HEIGHTS,2,1,699,844,45,2,1,0,1,0,1,0,4,5772.23,813.934,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
492,07/04/2008,2,4,"2,008",COLUMBIA HEIGHTS,2,1,699,843,45,2,1,0,1,0,1,0,4,5772.23,813.934,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
441,14/04/2009,6,16,"2,009",COLUMBIA HEIGHTS,2,1,480,578,46,1,1,0,1,0,1,0,4,5772.23,813.934,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
550,18/08/2008,3,8,"2,008",COLUMBIA HEIGHTS,2,1,503,604,45,1,1,0,1,0,1,0,4,5772.23,813.934,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
451,09/03/2009,5,15,"2,009",COLUMBIA HEIGHTS,2,1,684,809,46,1,1,0,1,0,1,0,4,5772.23,813.934,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
502,25/07/2008,3,7,"2,008",COLUMBIA HEIGHTS,2,1,368,650,108,2,2,0,1,0,1,0,4,5793.01,840.475,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
529,23/07/2008,3,7,"2,008",COLUMBIA HEIGHTS,2,1,368,643,108,2,1,1,1,0,1,0,4,5793.01,840.475,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
554,03/09/2008,3,9,"2,008",COLUMBIA HEIGHTS,2,1,368,650,108,2,1,1,1,0,1,0,4,5793.01,840.475,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
601,02/04/2008,2,4,"2,008",COLUMBIA HEIGHTS,2,1,599,974,38,2,2,0,1,0,1,1,4,3810.04,1426.122,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
532,13/10/2009,8,22,"2,009",COLUMBIA HEIGHTS,2,1,547,1061,0,2,2,0,1,0,1,0,4,5256.81,1136.517,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
468,16/11/2009,8,23,"2,009",COLUMBIA HEIGHTS,2,1,528,1002,0,2,2,0,1,0,1,0,4,5256.81,1136.517,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
450,06/10/2009,8,22,"2,009",COLUMBIA HEIGHTS,2,1,591,1078,0,2,2,0,1,0,1,0,4,5256.81,1136.517,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
505,08/10/2009,8,22,"2,009",MOUNT PLEASANT,2,1,512,742,99,2,2,0,1,0,1,0,4,6003.23,1142.428,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
485,02/10/2009,8,22,"2,009",MOUNT PLEASANT,2,1,751,979,99,2,2,1,1,0,1,0,4,6003.23,1142.428,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
437,02/10/2009,8,22,"2,009",MOUNT PLEASANT,2,1,757,1065,99,2,2,1,1,0,1,0,4,6003.23,1142.428,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
522,03/12/2009,8,24,"2,009",MOUNT PLEASANT,2,1,513,690,87,2,1,0,1,1,1,0,4,6022.79,1166.379,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
488,29/10/2009,8,22,"2,009",MOUNT PLEASANT,2,1,513,727,87,2,1,0,1,1,1,0,4,6022.79,1166.379,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
453,22/10/2009,8,22,"2,009",MOUNT PLEASANT,2,1,440,717,87,1,1,0,1,1,1,0,4,6022.79,1166.379,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
313,25/03/2009,5,15,"2,009",COLUMBIA HEIGHTS,2,1,1520,1360,86,3,2,0,1,0,1,1,3,4842.25,976.991,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
353,29/12/2009,8,24,"2,009",COLUMBIA HEIGHTS,2,1,1520,1720,78,4,3,1,1,0,1,1,3,4843.08,981.347,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
265,23/06/2008,2,6,"2,008",COLUMBIA HEIGHTS,2,1,1520,1720,85,4,3,0,0,0,1,1,3,4841.42,970.875,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
232,31/12/2009,8,24,"2,009",COLUMBIA HEIGHTS,2,1,1520,1360,86,3,1,0,1,0,1,1,3,4836.62,934.594,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
207,19/02/2009,5,14,"2,009",COLUMBIA HEIGHTS,2,1,1522,2104,99,4,4,0,1,0,1,0,3,4779.12,198.841,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
277,16/10/2009,8,22,"2,009",COLUMBIA HEIGHTS,2,1,1500,1536,87,3,2,1,1,0,1,1,3,4772.37,908.607,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
410,11/12/2009,8,24,"2,009",MOUNT PLEASANT,2,1,1905,1280,80,4,1,1,1,0,0,0,3,4775.51,1198.471,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
474,14/05/2008,2,5,"2,008",MOUNT PLEASANT,2,1,1700,1622,80,4,3,1,1,0,1,0,3,4763.96,1163.456,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
381,20/10/2009,8,22,"2,009",MOUNT PLEASANT,2,1,1847,1280,78,3,1,1,1,0,0,1,3,4763.57,1223.198,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
153,22/10/2009,8,22,"2,009",COLUMBIA HEIGHTS,2,1,2805,2064,94,4,2,1,1,0,0,0,3,4762.85,355.870,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
334,27/05/2009,6,17,"2,009",COLUMBIA HEIGHTS,2,1,1992,1334,98,3,3,1,1,0,1,2,3,4750.75,669.829,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
380,07/04/2008,2,4,"2,008",COLUMBIA HEIGHTS,2,1,1861,1618,95,4,3,1,1,0,1,0,3,4740.10,838.118,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
305,24/03/2009,5,15,"2,009",COLUMBIA HEIGHTS,2,1,1992,1280,98,3,1,0,1,0,0,1,3,4741.33,646.273,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
281,08/09/2009,7,21,"2,009",COLUMBIA HEIGHTS,2,1,1992,1334,98,3,1,1,1,0,1,0,3,4736.65,634.471,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
178,23/12/2008,4,12,"2,008",COLUMBIA HEIGHTS,2,1,1330,1974,98,6,3,1,1,0,1,0,3,4738.81,96.493,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
447,26/01/2009,5,13,"2,009",MOUNT PLEASANT,2,1,1636,1623,86,3,2,1,1,0,1,0,3,4738.88,1061.642,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
227,16/10/2008,4,10,"2,008",COLUMBIA HEIGHTS,2,1,1600,2070,95,6,3,0,1,0,0,1,3,4726.04,240.211,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
241,23/11/2009,8,23,"2,009",COLUMBIA HEIGHTS,2,1,2899,1496,98,3,1,1,1,0,0,0,3,4719.94,670.162,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
219,21/07/2009,7,19,"2,009",COLUMBIA HEIGHTS,2,1,2891,1468,97,4,1,1,1,0,0,0,3,4723.13,241.429,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
688,08/09/2008,3,9,"2,008",MOUNT PLEASANT,2,1,1364,900,70,3,2,0,1,0,1,0,3,4725.73,955.166,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
408,27/02/2009,5,14,"2,009",MOUNT PLEASANT,2,1,3578,1224,87,3,1,1,1,0,0,1,3,4725.97,1227.579,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
402,27/07/2009,7,19,"2,009",COLUMBIA HEIGHTS,2,1,1260,1080,82,3,1,2,1,0,0,0,3,4703.64,826.944,47378,8.26,79381,15,44,30,38,31,27,4.4,18,8.2,14,4.3,34,105,437000,44,8.9,6.2
420,07/02/2008,1,2,"2,008",COLUMBIA HEIGHTS,2,1,1425,1264,98,2,3,1,1,0,1,0,3,4705.02,541.250,47378,8.26,79381,17,44,30,38,31,27,4.4,18,8.2,14,4.3,34,97,517000,44,8.9,6.2
