PRICE,DATE,QUARTER,MONTH,YEAR,NEIGHBORHOOD,CLUSTER,WARD,LOTSIZE,FLOORSPACE,AGE,BEDROOM,BATHROOM,HALFBATHROOM,FLOOR,HEAT,AC,FIREPLACE,BTYPE,CBD,METRO,POPU,SCHOOL,INCOME,VCRIMES,PCRIMES,FORE,BLACK,WHITE,HIS,ASIAN,POVERTY,UNEM,TEENMUM,VACANCY,OWNER,VOLUMN,MPRICE,FEMALEHEADED,LOWWEIGHT,SUBPRIME
506,12/08/2009,7,20,"2,009",OLD CITY II,7,6,117,998,2,2,2,0,1,0,1,0,4,2489.07,623.797,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
501,12/08/2009,7,20,"2,009",OLD CITY II,7,6,93,670,2,1,1,0,1,0,1,0,4,2489.07,623.797,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
505,12/08/2009,7,20,"2,009",OLD CITY II,7,6,93,732,2,1,1,0,1,0,1,0,4,2489.07,623.797,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
525,28/05/2009,6,17,"2,009",OLD CITY II,7,6,93,670,2,1,1,0,1,0,1,0,4,2489.07,623.797,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
490,29/04/2009,6,16,"2,009",OLD CITY II,7,6,169,1345,2,2,2,0,1,0,1,0,4,2489.07,623.797,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
507,03/09/2009,7,21,"2,009",OLD CITY II,7,6,93,670,2,1,1,0,1,0,1,0,4,2489.07,623.797,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
520,03/09/2009,7,21,"2,009",OLD CITY II,7,6,93,692,2,1,1,0,1,0,1,0,4,2489.07,623.797,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
521,24/11/2009,8,23,"2,009",OLD CITY II,7,6,93,703,2,1,1,0,1,0,1,0,4,2489.07,623.797,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
500,24/11/2009,8,23,"2,009",OLD CITY II,7,6,117,998,2,2,2,0,1,0,1,0,4,2489.07,623.797,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
498,08/12/2009,8,24,"2,009",OLD CITY II,7,6,117,998,2,2,2,0,1,0,1,0,4,2489.07,623.797,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
494,02/12/2009,8,24,"2,009",OLD CITY II,7,6,93,732,2,1,1,0,1,0,1,0,4,2489.07,623.797,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
499,02/12/2009,8,24,"2,009",OLD CITY II,7,6,117,881,2,2,2,0,1,0,1,0,4,2489.07,623.797,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
500,02/12/2009,8,24,"2,009",OLD CITY II,7,6,93,670,2,1,1,0,1,0,1,0,4,2489.07,623.797,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
500,02/12/2009,8,24,"2,009",OLD CITY II,7,6,117,1036,2,2,2,0,1,0,1,0,4,2489.07,623.797,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
534,18/11/2009,8,23,"2,009",OLD CITY II,7,6,95,693,2,1,1,0,1,0,1,0,4,2489.07,623.797,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
478,02/11/2009,8,23,"2,009",OLD CITY II,7,6,112,826,2,2,2,0,1,0,1,0,4,2489.07,623.797,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
524,02/11/2009,8,23,"2,009",OLD CITY II,7,6,93,692,2,1,1,0,1,0,1,0,4,2489.07,623.797,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
520,02/11/2009,8,23,"2,009",OLD CITY II,7,6,93,692,2,1,1,0,1,0,1,0,4,2489.07,623.797,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
500,02/11/2009,8,23,"2,009",OLD CITY II,7,6,117,881,2,2,2,0,1,0,1,0,4,2489.07,623.797,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
507,02/11/2009,8,23,"2,009",OLD CITY II,7,6,117,881,2,2,2,0,1,0,1,0,4,2489.07,623.797,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
537,02/11/2009,8,23,"2,009",OLD CITY II,7,6,95,693,2,1,1,0,1,0,1,0,4,2489.07,623.797,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
526,30/10/2009,8,22,"2,009",OLD CITY II,7,6,93,692,2,1,1,0,1,0,1,0,4,2489.07,623.797,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
600,27/08/2009,7,20,"2,009",OLD CITY II,7,6,117,1059,2,2,2,0,1,0,1,0,4,2489.07,623.797,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
507,25/08/2009,7,20,"2,009",OLD CITY II,7,6,93,692,2,1,1,0,1,0,1,0,4,2489.07,623.797,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
487,19/08/2009,7,20,"2,009",OLD CITY II,7,6,117,1036,2,2,2,0,1,0,1,0,4,2489.07,623.797,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
494,28/10/2009,8,22,"2,009",OLD CITY II,7,6,117,881,2,2,2,0,1,0,1,0,4,2489.07,623.797,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
502,27/10/2009,8,22,"2,009",OLD CITY II,7,6,117,881,2,2,2,0,1,0,1,0,4,2489.07,623.797,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
514,18/12/2009,8,24,"2,009",OLD CITY II,7,6,117,881,2,2,2,0,1,0,1,0,4,2489.07,623.797,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
501,29/12/2009,8,24,"2,009",OLD CITY II,7,6,117,1036,2,2,2,0,1,0,1,0,4,2489.07,623.797,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
502,29/12/2009,8,24,"2,009",OLD CITY II,7,6,117,1036,2,2,2,0,1,0,1,0,4,2489.07,623.797,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
244,12/06/2009,6,18,"2,009",OLD CITY I,25,6,1575,1416,119,3,1,1,1,1,1,2,3,2488.35,625.300,29295,7.58,126277,15,56,6.1,43,49,4.3,3.2,13,6.5,7.2,3.9,57,219,475000,40,10,11
112,28/12/2009,8,24,"2,009",OLD CITY I,25,6,1200,1392,109,3,1,0,1,0,0,0,3,2489.04,480.811,29295,7.58,126277,15,56,6.1,43,49,4.3,3.2,13,6.5,7.2,3.9,57,219,475000,40,10,11
240,10/04/2009,6,16,"2,009",OLD CITY I,25,6,1575,1912,119,2,2,1,1,0,1,0,3,2486.82,622.588,29295,7.58,126277,15,56,6.1,43,49,4.3,3.2,13,6.5,7.2,3.9,57,219,475000,40,10,11
392,18/03/2008,1,3,"2,008",OLD CITY I,25,6,1207,1412,118,2,1,1,1,0,1,1,3,2485.83,598.007,29295,7.58,126277,16,60,6.1,43,49,4.3,3.2,13,6.5,7.2,3.9,57,211,477000,40,10,11
260,24/04/2008,2,4,"2,008",R.L.A. SW,9,6,555,867,43,1,1,0,1,0,1,0,4,2482.63,447.475,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
439,16/06/2009,6,18,"2,009",R.L.A. SW,9,6,555,866,44,2,2,0,1,0,1,0,4,2482.63,447.475,11588,7.31,83289,10,34,13,56,33,5.2,5.2,20,10,13,1,39,10,650000,63,16,5.4
257,10/06/2009,6,18,"2,009",R.L.A. SW,9,6,461,720,44,1,1,0,1,0,1,0,4,2482.63,447.475,11588,7.31,83289,10,34,13,56,33,5.2,5.2,20,10,13,1,39,10,650000,63,16,5.4
274,03/12/2009,8,24,"2,009",R.L.A. SW,9,6,268,456,44,0,1,0,1,0,1,0,4,2482.63,447.475,11588,7.31,83289,10,34,13,56,33,5.2,5.2,20,10,13,1,39,10,650000,63,16,5.4
320,18/11/2009,8,23,"2,009",R.L.A. SW,9,6,467,735,44,1,1,0,1,0,1,0,4,2482.63,447.475,11588,7.31,83289,10,34,13,56,33,5.2,5.2,20,10,13,1,39,10,650000,63,16,5.4
279,18/11/2009,8,23,"2,009",R.L.A. SW,9,6,458,717,44,1,1,0,1,0,1,0,4,2482.63,447.475,11588,7.31,83289,10,34,13,56,33,5.2,5.2,20,10,13,1,39,10,650000,63,16,5.4
404,22/07/2008,3,7,"2,008",OLD CITY I,25,6,1207,1412,118,3,1,1,1,0,0,1,3,2470.69,582.882,29295,7.58,126277,16,60,6.1,43,49,4.3,3.2,13,6.5,7.2,3.9,57,211,477000,40,10,11
439,08/02/2008,1,2,"2,008",R.L.A. SW,9,6,205,486,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
470,07/02/2008,1,2,"2,008",R.L.A. SW,9,6,205,554,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
280,06/02/2008,1,2,"2,008",R.L.A. SW,9,6,335,949,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
502,06/02/2008,1,2,"2,008",R.L.A. SW,9,6,205,588,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
434,06/02/2008,1,2,"2,008",R.L.A. SW,9,6,354,958,49,2,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
287,19/03/2008,1,3,"2,008",R.L.A. SW,9,6,335,897,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
444,19/03/2008,1,3,"2,008",R.L.A. SW,9,6,223,608,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
402,19/03/2008,1,3,"2,008",R.L.A. SW,9,6,223,620,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
410,19/03/2008,1,3,"2,008",R.L.A. SW,9,6,205,614,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
357,19/03/2008,1,3,"2,008",R.L.A. SW,9,6,205,588,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
417,19/03/2008,1,3,"2,008",R.L.A. SW,9,6,223,581,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
359,19/03/2008,1,3,"2,008",R.L.A. SW,9,6,223,618,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
369,19/03/2008,1,3,"2,008",R.L.A. SW,9,6,205,621,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
455,19/03/2008,1,3,"2,008",R.L.A. SW,9,6,205,561,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
345,19/03/2008,1,3,"2,008",R.L.A. SW,9,6,205,614,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
388,05/02/2008,1,2,"2,008",R.L.A. SW,9,6,205,554,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
366,05/02/2008,1,2,"2,008",R.L.A. SW,9,6,251,686,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
479,05/02/2008,1,2,"2,008",R.L.A. SW,9,6,205,486,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
460,05/02/2008,1,2,"2,008",R.L.A. SW,9,6,205,554,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
460,05/02/2008,1,2,"2,008",R.L.A. SW,9,6,205,569,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
564,05/02/2008,1,2,"2,008",R.L.A. SW,9,6,205,445,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
367,05/02/2008,1,2,"2,008",R.L.A. SW,9,6,223,620,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
314,05/02/2008,1,2,"2,008",R.L.A. SW,9,6,354,952,49,2,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
452,05/02/2008,1,2,"2,008",R.L.A. SW,9,6,205,575,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
516,05/02/2008,1,2,"2,008",R.L.A. SW,9,6,223,620,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
260,05/02/2008,1,2,"2,008",R.L.A. SW,9,6,205,614,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
485,04/02/2008,1,2,"2,008",R.L.A. SW,9,6,205,445,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
419,26/03/2008,1,3,"2,008",R.L.A. SW,9,6,205,582,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
327,26/03/2008,1,3,"2,008",R.L.A. SW,9,6,335,897,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
428,26/03/2008,1,3,"2,008",R.L.A. SW,9,6,223,581,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
273,13/03/2008,1,3,"2,008",R.L.A. SW,9,6,205,486,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
435,13/03/2008,1,3,"2,008",R.L.A. SW,9,6,205,445,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
406,13/03/2008,1,3,"2,008",R.L.A. SW,9,6,205,614,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
386,13/03/2008,1,3,"2,008",R.L.A. SW,9,6,223,620,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
357,13/03/2008,1,3,"2,008",R.L.A. SW,9,6,205,582,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
326,05/03/2008,1,3,"2,008",R.L.A. SW,9,6,354,952,49,2,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
265,05/03/2008,1,3,"2,008",R.L.A. SW,9,6,205,575,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
341,05/03/2008,1,3,"2,008",R.L.A. SW,9,6,251,686,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
311,05/03/2008,1,3,"2,008",R.L.A. SW,9,6,223,620,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
253,05/03/2008,1,3,"2,008",R.L.A. SW,9,6,205,582,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
343,05/03/2008,1,3,"2,008",R.L.A. SW,9,6,354,952,49,2,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
405,05/03/2008,1,3,"2,008",R.L.A. SW,9,6,205,561,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
442,05/03/2008,1,3,"2,008",R.L.A. SW,9,6,223,608,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
393,05/03/2008,1,3,"2,008",R.L.A. SW,9,6,205,582,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
466,03/03/2008,1,3,"2,008",R.L.A. SW,9,6,205,447,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
264,28/02/2008,1,2,"2,008",R.L.A. SW,9,6,223,617,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
403,28/02/2008,1,2,"2,008",R.L.A. SW,9,6,205,486,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
420,28/02/2008,1,2,"2,008",R.L.A. SW,9,6,223,620,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
379,28/02/2008,1,2,"2,008",R.L.A. SW,9,6,223,618,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
379,28/02/2008,1,2,"2,008",R.L.A. SW,9,6,205,561,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
527,28/02/2008,1,2,"2,008",R.L.A. SW,9,6,223,620,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
462,28/02/2008,1,2,"2,008",R.L.A. SW,9,6,223,581,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
507,12/02/2008,1,2,"2,008",R.L.A. SW,9,6,223,581,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
345,12/02/2008,1,2,"2,008",R.L.A. SW,9,6,205,621,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
323,12/02/2008,1,2,"2,008",R.L.A. SW,9,6,354,958,49,2,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
309,28/01/2008,1,1,"2,008",R.L.A. SW,9,6,335,949,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
436,25/01/2008,1,1,"2,008",R.L.A. SW,9,6,205,588,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
389,25/01/2008,1,1,"2,008",R.L.A. SW,9,6,205,588,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
373,12/03/2008,1,3,"2,008",R.L.A. SW,9,6,223,617,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
251,12/03/2008,1,3,"2,008",R.L.A. SW,9,6,205,588,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
392,12/03/2008,1,3,"2,008",R.L.A. SW,9,6,205,554,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
355,12/03/2008,1,3,"2,008",R.L.A. SW,9,6,223,581,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
373,12/03/2008,1,3,"2,008",R.L.A. SW,9,6,223,618,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
340,12/03/2008,1,3,"2,008",R.L.A. SW,9,6,223,608,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
439,12/03/2008,1,3,"2,008",R.L.A. SW,9,6,223,618,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
524,10/03/2008,1,3,"2,008",R.L.A. SW,9,6,205,445,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
552,10/03/2008,1,3,"2,008",R.L.A. SW,9,6,223,581,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
384,14/02/2008,1,2,"2,008",R.L.A. SW,9,6,223,618,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
406,14/02/2008,1,2,"2,008",R.L.A. SW,9,6,205,561,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
484,14/02/2008,1,2,"2,008",R.L.A. SW,9,6,205,554,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
388,13/02/2008,1,2,"2,008",R.L.A. SW,9,6,335,949,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
492,13/02/2008,1,2,"2,008",R.L.A. SW,9,6,205,486,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
280,13/02/2008,1,2,"2,008",R.L.A. SW,9,6,223,617,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
487,13/02/2008,1,2,"2,008",R.L.A. SW,9,6,205,554,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
412,13/02/2008,1,2,"2,008",R.L.A. SW,9,6,223,617,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
292,24/01/2008,1,1,"2,008",R.L.A. SW,9,6,335,949,49,1,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
431,17/01/2008,1,1,"2,008",R.L.A. SW,9,6,205,486,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
468,17/01/2008,1,1,"2,008",R.L.A. SW,9,6,205,561,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
424,17/01/2008,1,1,"2,008",R.L.A. SW,9,6,205,486,49,0,1,0,1,0,1,0,4,2474.20,601.217,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
