Sample,PRICE,DATE,NEIGHBORHOOD,N_CAH,N_CE,N_OC1,N_OC2,N_RSW,CLUSTER,WARD,OUTLIER 3s,LOTSIZE,FLOORSPACE,AGE,BEDROOM,BATHROOM,HALFBATHROOM,FLOOR,HEAT,AC,FIREPLACE,BTYPE,CBD,METRO,POPU,SCHOOL,INCOME,VCRIMES,PCRIMES,FORE,BLACK,WHITE,HIS,ASIAN,POVERTY,UNEM,TEENMUM,VACANCY,OWNER,VOLUMN,MPRICE,FEMALEHEADED,LOWWEIGHT,SUBPRIME
0.7172207138,511,17/04/2009,OLD CITY II,0,0,0,1,0,7,6,,9,743,1,1,1,0,1,0,1,0,4,1266.51,465.73,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
0.7185155723,415,08/05/2009,OLD CITY I,0,0,1,0,0,25,6,,36,868,2,1,1,0,1,1,1,0,4,3925.28,100.31,29295,7.58,126277,15,56,6.1,43,49,4.3,3.2,13,6.5,7.2,3.9,57,219,475000,40,10,11
0.7208243092,537,02/11/2009,OLD CITY II,0,0,0,1,0,7,6,,95,693,2,1,1,0,1,0,1,0,4,2489.07,623.80,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
0.7260224075,644,22/05/2009,CAPITOL HILL,1,0,0,0,0,26,6,,302,440,139,1,1,0,1,0,1,1,4,2608.07,773.76,20909,7.29,169454,9.7,47,8,35,56,5.2,3.4,6.6,3.8,2.2,1.4,58,168,578000,18,8.7,5.8
0.7265348514,540,07/03/2008,OLD CITY I,0,0,1,0,0,25,6,,35,832,1,1,2,0,1,1,1,0,4,3925.28,100.31,29295,7.58,126277,16,60,6.1,43,49,4.3,3.2,13,6.5,7.2,3.9,57,211,477000,40,10,11
0.7266996069,521,24/11/2009,OLD CITY II,0,0,0,1,0,7,6,,93,703,2,1,1,0,1,0,1,0,4,2489.07,623.80,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
0.727340932,512,09/01/2009,OLD CITY II,0,0,0,1,0,7,6,,9,728,1,1,1,0,1,0,1,0,4,1266.51,465.73,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
0.7276286982,301,08/10/2009,R.L.A. SW,0,0,0,0,1,9,6,,409,521,42,1,1,0,1,0,1,0,4,2220.13,118.87,11588,7.31,83289,10,34,13,56,33,5.2,5.2,20,10,13,1,39,10,650000,63,16,5.4
0.7281236437,531,02/05/2008,OLD CITY II,0,0,0,1,0,7,6,,95,693,1,1,1,0,1,0,1,0,4,2489.07,623.80,23895,7.00,104622,11,54,21,29,48,15,7.8,16,6.3,9.8,7,34,37,567000,44,9.2,4.1
0.7294906441,438,28/05/2008,OLD CITY II,0,0,0,1,0,7,6,,122,754,1,1,1,0,1,0,1,0,4,1411.07,437.72,23895,7.00,104622,11,54,21,29,48,15,7.8,16,6.3,9.8,7,34,37,567000,44,9.2,4.1
0.7296033559,421,13/08/2008,OLD CITY I,0,0,1,0,0,25,6,,937,687,72,1,1,0,1,1,1,0,4,4414.25,182.16,29295,7.58,126277,16,60,6.1,43,49,4.3,3.2,13,6.5,7.2,3.9,57,211,477000,40,10,11
0.7296709789,428,11/01/2008,OLD CITY I,0,0,1,0,0,25,6,,602,619,79,1,1,0,1,0,1,0,4,3438.93,1118.27,29295,7.58,126277,16,60,6.1,43,49,4.3,3.2,13,6.5,7.2,3.9,57,211,477000,40,10,11
0.7309688373,277,14/09/2009,OLD CITY II,0,0,0,1,0,7,6,,6,696,1,1,1,0,1,0,1,0,4,1266.51,465.73,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
0.7311764114,468,27/03/2008,OLD CITY II,0,0,0,1,0,7,6,,139,868,1,1,1,0,1,0,1,0,4,1411.07,437.72,23895,7.00,104622,11,54,21,29,48,15,7.8,16,6.3,9.8,7,34,37,567000,44,9.2,4.1
0.7342471072,505,06/05/2008,OLD CITY I,0,0,1,0,0,25,6,,35,832,1,1,2,0,1,1,1,0,4,3925.28,100.31,29295,7.58,126277,16,60,6.1,43,49,4.3,3.2,13,6.5,7.2,3.9,57,211,477000,40,10,11
0.7351867987,375,29/10/2009,OLD CITY I,0,0,1,0,0,25,6,,523,903,29,1,1,0,1,0,1,1,4,3834.12,639.89,29295,7.58,126277,15,56,6.1,43,49,4.3,3.2,13,6.5,7.2,3.9,57,219,475000,40,10,11
0.7356707748,101,14/10/2008,OLD CITY II,0,0,0,1,0,7,6,,4,668,0,1,1,0,1,0,1,0,4,1266.51,465.73,23895,7.00,104622,11,54,21,29,48,15,7.8,16,6.3,9.8,7,34,37,567000,44,9.2,4.1
0.7372423902,384,02/12/2009,CAPITOL HILL,1,0,0,0,0,26,6,,246,717,50,1,1,0,1,0,1,0,4,2266.31,626.93,20909,7.29,169454,9.7,47,8,35,56,5.2,3.4,6.6,3.8,2.2,1.4,58,168,578000,18,8.7,5.8
0.7404775977,386,19/06/2009,OLD CITY I,0,0,1,0,0,25,6,,713,749,73,1,1,0,1,0,1,0,4,857.33,194.30,29295,7.58,126277,15,56,6.1,43,49,4.3,3.2,13,6.5,7.2,3.9,57,219,475000,40,10,11
0.74136,600,02/09/2009,CENTRAL,0,1,0,0,0,5,6,,79,583,18,1,1,0,1,1,1,0,4,640.11,155.28,16160,6.48,203276,3.6,24,20,6.7,75,5.7,12,27,3.2,2.6,13,39,7,0,18,6,0.7
0.7417484939,503,11/01/2008,OLD CITY I,0,0,1,0,0,25,6,,37,896,1,1,1,0,1,1,1,0,4,3925.28,100.31,29295,7.58,126277,16,60,6.1,43,49,4.3,3.2,13,6.5,7.2,3.9,57,211,477000,40,10,11
0.7434470155,650,25/08/2009,OLD CITY I,0,0,1,0,0,25,6,,632,754,135,1,1,0,1,0,1,0,4,1497.04,642.90,29295,7.58,126277,15,56,6.1,43,49,4.3,3.2,13,6.5,7.2,3.9,57,219,475000,40,10,11
0.7439581468,498,27/11/2009,OLD CITY II,0,0,0,1,0,7,6,,9,747,1,1,1,0,1,0,1,0,4,1266.51,465.73,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
0.7444614652,367,05/02/2008,R.L.A. SW,0,0,0,0,1,9,6,,223,620,49,1,1,0,1,0,1,0,4,2474.20,601.22,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
0.7449219504,496,19/06/2009,OLD CITY II,0,0,0,1,0,7,6,,9,743,1,1,1,0,1,0,1,0,4,1266.51,465.73,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
0.7479626783,254,11/12/2008,OLD CITY II,0,0,0,1,0,7,6,,7,759,0,1,1,0,1,0,1,0,4,1266.51,465.73,23895,7.00,104622,11,54,21,29,48,15,7.8,16,6.3,9.8,7,34,37,567000,44,9.2,4.1
0.7487263757,221,10/04/2008,R.L.A. SW,0,0,0,0,1,9,6,,594,916,41,1,1,0,1,0,1,0,4,1502.94,388.63,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
0.750225032,644,25/04/2008,OLD CITY II,0,0,0,1,0,7,6,,93,692,1,1,1,0,1,0,1,0,4,2489.07,623.80,23895,7.00,104622,11,54,21,29,48,15,7.8,16,6.3,9.8,7,34,37,567000,44,9.2,4.1
0.751068289,209,11/12/2008,OLD CITY II,0,0,0,1,0,7,6,,5,666,0,1,1,0,1,0,1,0,4,1266.51,465.73,23895,7.00,104622,11,54,21,29,48,15,7.8,16,6.3,9.8,7,34,37,567000,44,9.2,4.1
0.7512345033,419,15/04/2009,OLD CITY II,0,0,0,1,0,7,6,,91,811,4,1,1,0,1,1,1,0,4,1114.41,381.79,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
0.7513403165,355,31/08/2009,R.L.A. SW,0,0,0,0,1,9,6,,332,740,42,1,1,0,1,0,1,0,4,1502.94,388.63,11588,7.31,83289,10,34,13,56,33,5.2,5.2,20,10,13,1,39,10,650000,63,16,5.4
0.7527346537,512,09/01/2009,OLD CITY II,0,0,0,1,0,7,6,,11,882,1,1,1,0,1,0,1,0,4,1266.51,465.73,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
0.7559956805,519,02/10/2008,OLD CITY I,0,0,1,0,0,25,6,,397,761,0,1,2,0,1,1,1,0,4,490.02,442.10,29295,7.58,126277,16,60,6.1,43,49,4.3,3.2,13,6.5,7.2,3.9,57,211,477000,40,10,11
0.7565665819,516,01/10/2009,R.L.A. SW,0,0,0,0,1,9,6,,536,465,42,1,1,1,1,0,1,0,4,2220.13,118.87,11588,7.31,83289,10,34,13,56,33,5.2,5.2,20,10,13,1,39,10,650000,63,16,5.4
0.7576546281,375,12/05/2008,OLD CITY I,0,0,1,0,0,25,6,,708,650,54,1,1,0,1,1,1,0,4,4115.30,352.94,29295,7.58,126277,16,60,6.1,43,49,4.3,3.2,13,6.5,7.2,3.9,57,211,477000,40,10,11
0.7626734536,515,02/04/2009,OLD CITY I,0,0,1,0,0,25,6,,397,761,1,1,2,0,1,1,1,0,4,490.02,442.10,29295,7.58,126277,15,56,6.1,43,49,4.3,3.2,13,6.5,7.2,3.9,57,219,475000,40,10,11
0.7628465646,578,15/10/2008,CAPITOL HILL,1,0,0,0,0,26,6,,465,493,108,1,1,0,0,1,1,0,4,3176.73,364.55,20909,7.29,169454,9.5,48,8,35,56,5.2,3.4,6.6,3.8,2.2,1.4,58,159,557000,18,8.7,5.8
0.7636498658,531,10/02/2009,OLD CITY II,0,0,0,1,0,7,6,,9,696,1,1,1,0,1,0,1,0,4,1266.51,465.73,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
0.7688646397,470,08/10/2009,R.L.A. SW,0,0,0,0,1,9,6,,374,670,5,1,1,0,1,0,1,0,4,2421.23,533.60,11588,7.31,83289,10,34,13,56,33,5.2,5.2,20,10,13,1,39,10,650000,63,16,5.4
0.7693528363,539,17/10/2008,OLD CITY II,0,0,0,1,0,7,6,,93,703,1,1,1,0,1,0,1,0,4,2489.07,623.80,23895,7.00,104622,11,54,21,29,48,15,7.8,16,6.3,9.8,7,34,37,567000,44,9.2,4.1
0.7710173667,496,29/09/2009,OLD CITY II,0,0,0,1,0,7,6,,9,763,1,1,1,0,1,0,1,0,4,1266.51,465.73,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
0.7714874737,216,22/09/2009,R.L.A. SW,0,0,0,0,1,9,6,,332,740,42,1,1,0,1,0,1,0,4,1502.94,388.63,11588,7.31,83289,10,34,13,56,33,5.2,5.2,20,10,13,1,39,10,650000,63,16,5.4
0.7722373644,510,03/09/2009,OLD CITY II,0,0,0,1,0,7,6,,11,879,1,1,1,0,1,0,1,0,4,1266.51,465.73,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
0.7729733652,547,21/12/2009,CENTRAL,0,1,0,0,0,5,6,,21,680,5,1,1,0,0,1,1,0,4,2765.74,979.52,16160,6.48,203276,3.6,24,20,6.7,75,5.7,12,27,3.2,2.6,13,39,7,0,18,6,0.7
0.7746427423,405,01/10/2008,CENTRAL,0,1,0,0,0,5,6,,95,1036,4,1,1,0,1,1,1,0,4,1158.89,424.39,16160,6.48,203276,3.1,28,20,6.7,75,5.7,12,27,3.2,2.6,13,39,3,0,18,6,0.7
0.7757636531,503,14/03/2008,OLD CITY II,0,0,0,1,0,7,6,,127,789,1,1,1,0,1,0,1,0,4,1411.07,437.72,23895,7.00,104622,11,54,21,29,48,15,7.8,16,6.3,9.8,7,34,37,567000,44,9.2,4.1
0.7758302875,541,15/04/2009,OLD CITY II,0,0,0,1,0,7,6,,9,739,1,1,1,0,1,0,1,0,4,1266.51,465.73,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
0.7759336676,489,21/03/2008,OLD CITY I,0,0,1,0,0,25,6,,29,675,1,1,1,0,1,1,1,0,4,3925.28,100.31,29295,7.58,126277,16,60,6.1,43,49,4.3,3.2,13,6.5,7.2,3.9,57,211,477000,40,10,11
0.7759341719,501,10/12/2009,OLD CITY II,0,0,0,1,0,7,6,,78,658,4,1,1,0,1,1,1,0,4,1114.41,381.79,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
0.7766993955,490,16/12/2009,OLD CITY II,0,0,0,1,0,7,6,,78,649,4,1,1,0,1,1,1,0,4,1114.41,381.79,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
0.7787264819,416,15/01/2008,R.L.A. SW,0,0,0,0,1,9,6,,223,608,49,1,1,0,1,0,1,0,4,2474.20,601.22,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
0.7789540689,474,29/01/2008,OLD CITY I,0,0,1,0,0,25,6,,28,671,1,1,1,0,1,1,1,0,4,3925.28,100.31,29295,7.58,126277,16,60,6.1,43,49,4.3,3.2,13,6.5,7.2,3.9,57,211,477000,40,10,11
0.7801542057,290,22/07/2009,OLD CITY II,0,0,0,1,0,7,6,,6,666,1,1,1,0,1,0,1,0,4,1266.51,465.73,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
0.7824950448,552,30/12/2008,OLD CITY II,0,0,0,1,0,7,6,,93,670,1,1,1,0,1,0,1,0,4,2489.07,623.80,23895,7.00,104622,11,54,21,29,48,15,7.8,16,6.3,9.8,7,34,37,567000,44,9.2,4.1
0.7866544151,432,30/09/2008,CENTRAL,0,1,0,0,0,5,6,,95,960,4,1,1,0,1,1,1,0,4,1158.89,424.39,16160,6.48,203276,3.1,28,20,6.7,75,5.7,12,27,3.2,2.6,13,39,3,0,18,6,0.7
0.7896043725,97,22/07/2009,OLD CITY II,0,0,0,1,0,7,6,,5,696,1,1,1,0,1,0,1,0,4,1266.51,465.73,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
0.7935018145,522,24/04/2008,OLD CITY II,0,0,0,1,0,7,6,,93,703,1,1,1,0,1,0,1,0,4,2489.07,623.80,23895,7.00,104622,11,54,21,29,48,15,7.8,16,6.3,9.8,7,34,37,567000,44,9.2,4.1
0.7940058456,404,02/10/2008,R.L.A. SW,0,0,0,0,1,9,6,,325,658,3,1,1,0,1,0,1,0,4,1332.63,586.76,11588,7.31,83289,13,37,13,56,33,5.2,5.2,20,10,13,1,39,15,658000,63,16,5.4
0.7950054199,293,11/12/2009,OLD CITY II,0,0,0,1,0,7,6,,77,628,2,1,1,0,1,0,1,0,4,1427.39,459.90,23895,7.00,104622,11,49,21,29,48,15,7.8,16,6.3,9.8,7,34,25,559000,44,9.2,4.1
0.7951203315,542,02/05/2008,OLD CITY II,0,0,0,1,0,7,6,,93,692,1,1,1,0,1,0,1,0,4,2489.07,623.80,23895,7.00,104622,11,54,21,29,48,15,7.8,16,6.3,9.8,7,34,37,567000,44,9.2,4.1
